-;-;-;-;kg N/ha/a;kg N/ha/a;-;-;kg N/ha/a;kg N/ha/a;-;-;-;-;-;-;-;-
0.266184;0.23703612;10.445804;13.880284;64.324585;43.34292;6.8322034;6.597592;42.80883;55.89824;39.986423;71.87206;0.32191133;0.5373416;1.8934573;0.72835094;1.5563333;2.3605156
0.5893267;0.20629175;6.138079;9.701339;85.63208;35.265476;2.4033005;17.47862;90.95809;37.914616;83.04134;37.18888;0.22639558;1.2588503;1.0778732;1.9320512;1.773468;1.5053755
0.5925656;0.8603143;1.1244093;19.048872;33.237896;69.69579;6.662674;11.734926;91.771126;87.403244;28.786945;42.84199;0.47581816;0.6708744;1.4228326;2.8053875;1.3696982;1.1223164
0.9502612;0.4572459;11.792196;10.21866;68.299164;54.648796;6.655947;19.42981;87.27522;92.64762;68.18906;69.935394;0.21768911;0.59525454;1.6290355;2.0875666;1.7778639;4.0621
0.6573824;0.31021592;16.534527;19.274633;48.872765;85.439476;2.0104463;4.276829;25.546114;57.446888;21.405865;15.395327;0.2740239;1.670894;1.158514;1.3527476;1.361698;2.6954846
0.5787915;0.614841;2.3023527;17.106075;1.3937716;78.81487;18.009659;15.358732;70.44605;30.055744;44.243156;20.309532;0.36177042;1.9706119;1.1819255;1.2571285;1.9334158;4.838842
0.41358054;0.9366666;14.993014;17.92762;29.115227;86.964966;16.957664;16.94272;34.499928;53.65667;61.79493;72.26413;0.35581982;0.71533483;1.3374866;0.18964206;1.8837001;4.0414557
0.4652552;0.2067847;13.05631;15.502232;53.258163;76.81141;18.640806;19.212147;19.743513;88.61675;81.37367;16.447838;0.310244;1.5293975;1.588;2.3104818;1.668742;4.971471
0.6165379;0.24491483;10.10774;12.485987;72.76594;91.76727;15.1428175;3.9979672;46.681034;67.80351;93.17932;58.20025;0.19843186;0.33829394;1.5957036;0.19102082;1.9885361;2.009693
0.55112916;0.533636;1.9184858;11.120686;40.801342;16.510017;15.440941;11.17927;48.650185;9.585244;97.99348;14.165196;0.4778161;0.37445813;1.3608508;2.7466547;1.915814;0.45808455
0.21728967;0.7407727;18.547857;11.481447;19.438293;64.40768;15.957599;8.657469;64.99215;7.3761935;84.79489;39.60623;0.24107417;1.4977893;1.9424518;1.4732982;1.7066721;3.976028
0.86103356;0.58088034;10.071379;4.82764;7.0439224;9.158472;13.829684;12.51341;32.79419;16.30769;19.998823;46.412636;0.38044447;0.39825425;1.1675131;0.1309373;1.3346039;2.1787474
0.9169286;0.9180387;8.592532;5.0735025;71.75452;50.465084;4.3432927;2.5103257;8.9324045;57.053204;85.207596;85.44958;0.2631439;1.959442;1.8624103;1.6930966;1.265882;1.2300783
0.31219926;0.23526764;17.368032;1.6490748;37.13909;86.27319;4.3769827;10.002335;29.672522;17.618792;58.97388;41.621902;0.17245987;0.7262358;1.6777875;1.1774567;1.5562199;2.465502
0.6432289;0.4721127;17.065987;15.165646;65.06332;72.83416;10.506833;1.5505798;82.035614;26.156424;37.98899;58.541058;0.18045324;1.8926945;1.737056;1.7558092;1.4930403;4.562174
0.2868606;0.4810783;14.817958;3.3724067;22.953432;58.709934;14.121425;6.8799934;86.50104;53.28487;30.990788;20.542665;0.2111089;1.4355577;1.5715314;0.19275054;1.4779139;1.7232761
0.7377921;0.47210178;16.75784;12.060834;75.71387;69.704605;1.5646415;16.60843;7.8909383;57.049076;72.415146;55.14236;0.14629771;0.8130654;1.9084367;1.9821957;1.6224396;3.08711
0.42498702;0.59014875;3.362241;3.620539;35.09423;18.155619;11.38166;9.87489;21.108362;82.64855;43.610153;48.702545;0.35765615;1.6352197;1.3409699;1.5156866;1.414103;1.8566034
0.7275381;0.83246166;15.457396;2.2643878;6.1844993;93.14943;17.855537;17.174953;6.9403415;44.244946;86.47408;49.197235;0.45678353;0.58641297;1.7276496;2.0738828;1.662143;4.4740458
0.7815957;0.4543061;7.2326474;11.138293;51.513115;22.034756;3.394357;2.1049416;50.48108;78.00264;94.646164;87.54648;0.34874654;1.5925609;1.7616204;0.41860685;1.1971314;3.5834196
0.814918;0.7955866;17.4824;17.588821;73.413216;17.530146;6.945948;14.300656;18.135992;8.873178;89.15935;82.05055;0.41010904;0.6824415;1.0008876;2.9453413;1.8678651;2.4810867
0.28619274;0.31717238;8.034398;7.764274;93.317215;14.86032;19.748251;2.1392865;78.046875;54.675472;46.94147;66.40354;0.2702404;0.19980896;1.1344893;1.2326744;1.7988915;3.1200106
0.9328095;0.6485799;2.031775;18.465322;97.11492;93.68564;7.2485757;3.9522092;82.37052;43.524605;88.39897;96.18584;0.21315555;1.0824578;1.0465649;2.0633752;1.3971382;0.13238089
0.3841712;0.5000704;8.873224;1.1958356;46.18554;46.62482;1.5462075;16.268557;50.25614;92.54106;60.256382;70.63561;0.17995813;1.6462114;1.6076632;0.32398623;1.5860517;0.9606849
0.22993004;0.63136864;15.378763;9.849041;61.575462;53.773457;13.989162;1.3743554;47.072624;72.30824;19.23447;98.463394;0.3508894;0.23554192;1.1852819;1.633112;1.4695071;3.5692806
0.643882;0.2861998;10.517709;3.7885244;56.16487;38.523476;19.670103;8.23086;54.0986;69.46132;9.726219;79.53126;0.10719382;1.6842197;1.4823241;0.23404144;1.3833063;0.2330577
0.49673784;0.9627703;15.509045;6.9998293;53.820618;3.7005885;5.382536;18.789696;24.749125;90.57727;5.420271;92.76911;0.14863572;0.46808383;1.5534954;1.5597107;1.7976962;1.360018
0.8638318;0.9249713;1.6702011;1.4509028;12.339373;7.5995936;5.1052814;3.9489896;69.57847;25.526817;5.1031046;32.850403;0.4133445;1.7454833;1.587962;1.830432;1.6511863;1.1347713
0.8466012;0.86111706;4.36612;1.6716022;67.41564;2.5602138;9.205769;19.009256;67.95859;76.02535;81.88078;25.601324;0.4199166;1.5507256;1.8362603;2.6432893;1.4909546;3.62941
0.45371112;0.91422623;11.70855;14.54346;96.56175;54.36063;11.1822405;4.7184668;15.146582;86.75252;14.085256;81.63053;0.37717384;0.8288837;1.7231678;1.9930314;1.9032046;0.4329608
0.9623195;0.3173503;8.320961;13.436261;13.553486;20.15488;16.479128;6.1290226;31.400743;99.28238;88.791435;37.826317;0.19972056;0.98262924;1.4232156;1.197667;1.2612076;3.1225789
0.43273428;0.6029774;13.923339;4.9583735;31.873596;40.80998;19.876247;13.123912;48.26046;43.480885;30.075525;32.61605;0.2774899;1.1428382;1.8291546;2.4935825;1.8541282;2.8123672
0.6120457;0.45432732;19.28853;18.12183;8.627942;46.572144;16.447456;1.1240233;91.234375;66.92443;99.26923;61.509693;0.15527305;0.91354847;1.8785325;1.3996806;1.6259565;1.8060665
0.40477207;0.9099088;13.537377;14.071562;40.875507;53.725235;6.527248;14.472312;17.108505;19.656212;44.331337;7.285278;0.34378317;1.4425136;1.4462917;1.5960896;1.3176526;1.4160957
0.94883484;0.35155013;8.929895;7.387289;48.68554;89.38778;15.937228;18.167044;8.189144;56.33766;15.946518;75.11374;0.31491148;1.8491068;1.3376681;0.9402508;1.3688562;0.5663489
0.33168626;0.3759563;11.304916;8.74541;36.44379;5.2801747;12.986549;7.760733;14.176769;45.108967;23.530735;9.354639;0.44820267;1.7576557;1.4092754;1.6270301;1.5005153;3.9735177
0.23592849;0.7493716;18.343702;6.5585604;48.181633;49.92867;10.328077;12.501926;24.209528;14.650349;22.15432;12.437382;0.40614983;0.6740021;1.0612544;2.1397069;1.8386416;3.3677597
0.54807764;0.2711197;13.786796;16.781366;80.49372;14.054552;13.058657;7.7886033;61.422497;91.85442;17.10254;15.252216;0.20648862;1.4355122;1.8545028;1.2358711;1.3356528;2.4059064
0.9939005;0.78589374;16.26041;10.385239;22.178436;92.725334;9.355528;14.146324;4.0389037;90.28816;79.8027;96.897575;0.12884529;1.1834198;1.4093509;0.35287708;1.7059317;0.5890111
0.9133418;0.41450182;6.72885;3.5708442;76.0392;91.82822;13.0119915;11.011445;4.33645;95.89785;15.150813;2.9159067;0.29102898;1.9267622;1.8828974;2.5981846;1.2765526;2.0484436
0.7988864;0.7287483;15.142102;4.832561;79.535515;14.853864;14.9996805;10.550506;89.04228;18.83219;49.021183;11.494546;0.37829354;1.8855832;1.0170481;2.2699547;1.2894986;0.31276128
0.912634;0.8984302;3.649196;6.6350026;58.53218;12.618563;1.2607105;1.9934714;12.800007;2.8707867;82.25045;26.596199;0.25241217;1.0223022;1.434939;0.7185493;1.3437172;2.6846669
0.9147573;0.6876891;15.245737;8.65991;32.216797;11.877096;12.708498;13.571272;33.45001;74.53542;60.716473;90.50387;0.49785298;0.18917789;1.7488376;1.4147139;1.4867908;0.21810485
0.6150867;0.370147;17.749613;12.260159;93.713585;10.710268;3.9079194;10.614007;36.70013;27.80293;75.32091;36.482277;0.33748004;0.83669347;1.1129826;2.1950185;1.0038226;3.1487565
0.45274323;0.23933242;18.104418;19.319134;37.02645;16.651627;7.396213;7.096825;79.675735;63.242573;11.816045;94.027824;0.47589144;0.115559176;1.0385708;1.9524008;1.8804023;2.8731256
0.81760997;0.23569117;3.2152112;5.976644;5.9421973;16.4132;9.429121;10.114683;91.29773;53.84318;82.99192;17.897093;0.4574944;1.7267904;1.031428;1.583116;1.1427845;3.9542396
0.729329;0.2710495;16.76776;7.239668;14.472697;17.1866;19.472582;7.279369;77.374016;58.253883;60.184746;19.709473;0.31030253;0.90253687;1.6431254;0.14845566;1.4537268;3.7583947
0.4989262;0.6638543;3.088794;1.455088;89.26741;15.709017;7.1857333;6.1506867;50.631622;50.10961;1.4450425;6.114573;0.4616654;0.96060425;1.2639296;2.8402236;1.7086287;4.5140114
0.27557334;0.47857428;10.089542;8.078487;15.8476715;38.413517;16.566994;3.3029938;54.58991;2.0182765;82.47922;17.705963;0.29667094;0.3732641;1.7422018;2.1256216;1.447427;4.6318035
0.7974317;0.3944856;13.967909;13.826472;45.29202;26.135618;7.4041295;5.1770763;44.419777;27.457783;66.035255;88.63795;0.4193437;1.5771149;1.371864;2.434131;1.0632468;4.7571254
0.4099684;0.37544525;10.200733;19.298162;69.50519;42.290802;5.3571744;3.4640253;98.04437;92.28819;2.560998;43.826694;0.31271306;1.2610956;1.1838447;2.969938;1.3484402;3.8057094
0.9494505;0.9588652;7.4582825;15.0636015;57.790825;89.48069;9.246155;1.1921359;96.14256;42.85284;78.867905;62.227123;0.43076658;1.0172204;1.6114417;0.9590583;1.623582;2.4366324
0.39277646;0.29505327;13.992602;3.2419338;65.6838;35.844604;2.7074215;15.017408;76.33296;32.366383;98.75378;28.650106;0.38124195;1.8043875;1.3904403;0.1812327;1.9400991;3.7096994
0.29820636;0.44385153;13.556697;17.910734;35.53265;29.360903;16.56678;2.7943864;88.20354;3.361136;65.32924;19.365416;0.24094422;0.20791559;1.477789;0.28427804;1.1351488;0.9483927
0.86489016;0.5771818;12.074961;16.934904;66.56138;91.52109;10.468027;8.5023575;55.939034;37.748375;84.82186;50.496323;0.22400293;0.89102167;1.365774;1.8887066;1.2497425;1.7877692
0.32262745;0.20035963;11.040145;4.5914264;1.8994719;32.839153;14.063205;13.302429;56.72588;23.00074;86.14764;7.026209;0.40936705;1.89467;1.813253;1.594163;1.9549861;2.7273524
0.34341463;0.9367626;14.409058;18.752514;27.061773;13.078543;16.157028;14.4464035;74.72871;52.56136;99.55066;92.363815;0.4852814;1.9814272;1.0217472;0.89192456;1.0687088;2.0551836
0.67950624;0.27927887;8.657704;14.567882;13.236384;62.27952;8.769336;2.4561605;35.74005;69.555595;26.132502;51.592236;0.2559165;1.5575981;1.0831692;0.21108231;1.9982613;0.42226395
0.8996496;0.7459765;2.3065968;15.873529;46.071033;28.897686;9.563571;17.748201;66.48716;7.0716815;48.348045;29.460072;0.4421859;0.16608557;1.0328523;2.7088766;1.6773409;2.2299829
0.35714772;0.7030924;11.211636;9.723654;15.436485;52.475945;5.8177576;2.700297;42.86427;71.47919;40.552856;1.943433;0.33047006;0.194199;1.4276422;2.5850222;1.2125064;2.120158
0.44825894;0.84725106;14.745655;4.81299;55.189735;77.0307;14.572047;10.751784;92.26066;3.2369375;70.29636;7.6533675;0.4589007;1.232668;1.7870219;1.0288007;1.7009147;2.9035623
0.82192385;0.72111017;6.684038;16.182999;18.88584;56.99135;16.812948;16.622599;36.2224;68.68614;63.813007;28.414091;0.47665736;0.3744569;1.7589794;1.8377228;1.2797843;1.4130433
0.97746116;0.8155099;3.6742716;10.071412;42.012203;81.06794;11.908896;9.698142;63.98192;16.307106;45.982025;18.113594;0.42341617;1.931009;1.57738;0.18341444;1.7171348;4.8141785
0.600593;0.53699887;18.324984;19.381176;8.34793;35.12548;1.7332823;19.993378;2.9438207;35.468613;93.05161;49.5372;0.14961962;0.9996969;1.2818967;0.69296694;1.2448112;1.5732418
0.315118;0.5909636;17.411243;3.9133558;44.55805;17.699049;14.520679;14.410651;58.612995;13.166596;90.37027;50.815704;0.30296788;1.3782481;1.7771324;2.471951;1.1644154;0.28876126
0.21114904;0.7613297;12.75025;7.752667;80.99034;40.07205;13.67061;7.43754;77.7811;55.88409;13.898418;13.967499;0.47228432;1.7894895;1.6584749;1.0664829;1.2191731;3.106281
0.38372484;0.6547414;15.945536;14.975394;32.373226;41.780857;7.509006;2.4479597;83.46687;79.379326;45.982334;65.32943;0.33050752;1.4521519;1.0284065;2.3916135;1.40533;0.12516025
0.30545777;0.6092308;19.4073;11.873351;70.925354;71.88086;8.775498;16.677187;87.869286;56.475967;1.6790344;92.67447;0.14015208;1.3697716;1.8863776;2.4193401;1.2680076;3.9038112
0.74212694;0.36444673;11.815921;9.232226;43.172623;68.997086;10.408611;17.539337;51.00468;90.41751;59.26743;64.67061;0.3452119;0.5661352;1.077412;0.37827295;1.8814863;3.8942976
0.297466;0.4064866;5.639452;14.3306;24.186972;31.627687;16.024967;12.982263;59.069065;4.169366;86.44148;48.610542;0.47189495;0.55694145;1.2315322;1.1446239;1.8759626;1.2873623
0.605064;0.48679778;13.137428;14.93367;31.044382;93.003235;13.931805;7.2831397;32.48891;36.368282;62.88933;19.164005;0.28906885;0.6509278;1.2525204;1.0156786;1.74429;1.9752568
0.75540996;0.2074275;18.37728;11.968681;30.955248;28.283255;10.824183;11.751295;95.399086;38.59332;32.689922;53.286552;0.44243264;0.6199041;1.4356946;1.020479;1.0356508;2.6862957
0.66489327;0.5338908;14.112816;7.0629644;74.495514;99.64992;16.304604;1.0520139;63.598118;32.596146;91.88703;88.81961;0.10752265;0.10389758;1.848582;1.883509;1.1627107;2.4762504
0.35982051;0.20221478;1.4985675;12.75643;20.89266;4.2374024;17.32399;8.930104;26.358625;42.676495;85.66829;77.941696;0.35115686;1.3708481;1.1071159;1.0142124;1.7838877;2.5492172
0.8432996;0.65201235;18.42552;11.359608;97.799385;67.700325;1.9840689;19.740168;89.29609;57.585976;88.302345;47.97963;0.49227658;1.4698771;1.299597;1.249018;1.9300648;1.9489516
0.7723257;0.763223;15.31983;16.155464;69.06094;62.400894;2.3264682;5.049725;64.07381;20.200712;74.23286;49.914593;0.15361415;0.96792465;1.6860251;2.516113;1.0998689;0.67385083
0.7911872;0.6497189;8.634789;13.415699;40.71429;58.90798;10.037723;13.975471;68.76733;20.853895;9.567083;87.85376;0.31023046;0.4008926;1.3749344;2.3197508;1.0891309;0.7542785
0.3048462;0.754816;19.762346;10.4386635;99.8024;78.134674;15.85072;2.99406;13.51596;15.03316;58.744053;13.116511;0.14020984;0.8589396;1.9143618;1.9273859;1.7355542;2.2515938
0.29900303;0.20001054;14.711907;1.3553894;22.400984;59.49674;3.085585;14.86809;3.0635774;30.443037;55.997757;25.95371;0.2664037;0.6422613;1.7470014;1.2092521;1.3277127;3.2850235
0.94205004;0.24755357;16.68338;4.171866;76.52821;61.38182;17.404387;9.359944;59.161148;64.8628;93.20046;13.099181;0.39433157;0.96184486;1.7188061;0.23415276;1.4897085;3.030823
0.51806253;0.7587699;18.920164;7.3952913;27.822752;87.85847;3.6076703;7.474697;17.653326;51.948547;80.36774;75.143906;0.44538793;1.123681;1.5243957;0.39946726;1.1204875;0.9290443
0.44075894;0.84232014;1.7519908;12.426194;54.81288;19.487556;14.214087;10.606152;69.14917;29.433481;25.254477;67.81768;0.44909787;1.7440703;1.7205915;2.5833485;1.8187358;4.768163
0.5908672;0.7741613;15.713977;16.054817;6.3877153;53.5846;16.262978;16.554537;60.784584;96.02614;75.99535;74.91715;0.41393504;1.4490182;1.249859;1.1745954;1.8549813;0.59600127
0.73029137;0.7304098;8.340582;19.239128;84.79945;71.49802;1.8641971;16.928936;33.290604;63.72595;38.22985;60.726902;0.443029;0.24968061;1.5839977;2.6822088;1.29473;3.664011
0.9644986;0.76590616;17.512424;12.396302;37.24904;31.479855;17.126108;7.704901;44.16399;27.689425;38.62599;78.93506;0.28645128;0.6017381;1.2987341;2.0129192;1.081396;3.1874335
0.429157;0.79167193;17.69902;14.848036;58.86415;22.728977;16.988186;13.024327;83.103294;5.5533867;91.35374;79.11149;0.418029;0.50382966;1.5310127;0.8267147;1.7398168;4.542252
0.93984675;0.779502;16.743752;12.807383;92.8011;13.761272;3.7730243;7.136963;68.31212;24.295134;8.932897;86.27879;0.4162942;0.9208985;1.3211048;2.9051528;1.7773788;4.9667487
0.2198876;0.79040676;15.8048115;9.175277;3.9944258;27.006147;4.9718757;9.584162;31.690685;49.314125;17.833622;8.807502;0.33296067;1.0186869;1.9080629;2.223019;1.4997125;0.10146104
0.6441584;0.25921577;16.091373;12.583857;96.833725;66.9417;17.34606;13.469064;50.662315;21.409681;42.038754;7.107337;0.11036227;0.99214286;1.7250992;2.7209547;1.874227;2.0233262
0.7071801;0.25061724;6.6344976;8.612786;52.992756;61.88158;19.347115;5.8582616;45.96386;33.024086;44.928593;49.455063;0.2096035;0.43972415;1.3204079;2.761153;1.739561;0.33192277
0.28471792;0.48889595;8.724036;9.619148;78.29391;18.0035;10.201705;7.1723585;5.7811117;98.84215;90.95334;9.417837;0.2980686;0.6850933;1.7633368;1.7183697;1.7183397;3.924255
0.31227168;0.62207735;3.186043;18.309074;47.831432;49.624218;3.3871722;4.1524086;36.489517;93.630844;63.679478;19.358053;0.37617478;0.2422557;1.7676036;2.543281;1.5798447;2.7076232
0.53529143;0.81009525;16.781239;11.713333;81.77487;22.163204;6.3115654;12.4289875;13.078551;51.46004;57.66064;46.347973;0.1327195;0.5442554;1.2046062;1.188796;1.9195197;2.2947598
0.9729855;0.46776626;13.274123;2.9078078;88.17532;93.6613;7.427136;17.065907;17.879738;83.95099;71.997734;90.917656;0.24044295;1.8284969;1.4071004;2.495567;1.5760653;1.5069075
0.67683405;0.42009366;12.641618;10.951548;38.785732;72.68929;12.992336;18.444027;34.386333;28.75064;7.549889;30.833874;0.23470971;0.5170644;1.9782462;2.5005882;1.741925;2.7434936
0.9464186;0.82515866;5.6754827;19.111944;72.54059;18.159538;14.712822;18.910591;99.57065;74.83724;53.2535;97.05529;0.15629192;1.0781634;1.4534361;1.1358579;1.6656383;0.17132546
0.84348875;0.3994695;12.685685;2.9008145;99.86318;29.681517;12.528573;15.81116;59.89762;89.65895;68.865585;88.33568;0.27878097;1.8734709;1.6128386;2.9027433;1.3969653;2.9274313
0.5739053;0.8566731;9.636483;19.452559;75.95604;85.45486;17.916151;9.987782;31.663187;83.47906;85.45099;54.23493;0.3989072;1.0152079;1.7061335;1.4191387;1.5532722;0.6099604
0.82781076;0.34170684;19.910107;19.765167;95.7311;56.155087;1.2012702;16.437399;17.270731;63.6534;2.6298494;50.894268;0.4982723;0.10676185;1.0784941;1.4024916;1.212728;3.724438
0.21426943;0.4875788;17.398296;11.65355;73.9251;36.239555;8.408441;5.8586335;38.765327;82.96465;27.203669;80.20747;0.42779467;1.5153916;1.1100714;1.9277002;1.963083;4.6418657
0.2873152;0.5208605;10.993675;7.3163357;33.658806;60.243664;6.544231;10.707544;28.24716;1.6962137;22.130568;5.2172513;0.44085744;0.93397677;1.8640959;2.900218;1.1272211;0.48015675
0.8635429;0.43960837;16.360655;1.1640588;82.888016;39.558773;15.282404;18.451452;87.45942;39.16496;86.39332;28.769339;0.24852122;1.1620922;1.609871;2.6467514;1.4454522;0.95727974
0.83745366;0.20268553;4.125595;1.2945951;66.967735;91.2314;13.936596;11.983824;53.127995;77.103836;40.014153;28.261353;0.42252994;0.57200533;1.1838714;2.6244798;1.0495135;2.41249
0.3861126;0.3884074;2.9266095;8.373813;4.2737293;87.48054;17.927061;12.610132;93.53804;41.266933;94.872314;11.418589;0.36820206;0.666202;1.7873124;2.3255377;1.1639131;1.2158676
0.62461567;0.47012284;12.982366;15.878364;18.07097;16.878258;6.9527955;12.804851;33.206894;19.500668;76.434456;5.5307465;0.23168501;0.20885679;1.7140145;1.881375;1.5222394;0.93996614
0.68481266;0.45089993;14.80893;18.905096;26.866028;68.067406;17.255243;16.271591;13.742338;77.64111;86.37904;78.57641;0.25860593;0.97975475;1.2497061;1.5906626;1.4641227;0.3439673
0.89419115;0.8284444;2.0080724;3.9407878;74.612816;83.9212;11.228811;2.5983272;85.41579;61.43441;83.93063;9.428207;0.4174391;1.9593519;1.6310015;2.2589862;1.9269562;2.46948
0.6824857;0.2378942;4.8183036;10.2673;79.91613;21.913134;3.9136887;8.100962;64.29178;52.886456;16.63397;48.72258;0.18302818;0.8063233;1.9727062;0.7171472;1.574871;0.20745595
0.53005725;0.51115894;11.208092;10.532787;82.86166;87.27947;16.752338;18.793821;69.44752;34.546406;5.8593082;62.321888;0.39440605;1.5869561;1.7018932;0.37974063;1.5075277;4.6850038
0.49934724;0.23001236;2.1935153;8.225764;7.654259;42.536186;5.437849;19.336943;16.317366;10.646986;58.997185;50.873505;0.30849907;1.4489548;1.0527747;0.29270798;1.2830805;2.7005002
0.5407057;0.944518;9.057004;11.259165;8.143512;31.464983;15.445143;11.618532;32.0732;86.50204;8.122739;75.72917;0.16788478;0.36399698;1.8064629;0.5100482;1.5683136;1.2953296
0.7215448;0.83216757;10.159515;18.575422;30.644878;98.42207;11.200963;6.7004905;6.756792;20.860262;57.53189;21.481657;0.267573;1.6417792;1.6161774;2.3713083;1.5733988;2.6051083
0.8939925;0.9857293;18.514385;9.332054;68.4431;69.11249;10.782808;17.179308;28.0324;63.805958;24.393143;96.162506;0.35383925;1.7977266;1.4735003;0.5951597;1.8872136;1.8307875
0.5631175;0.9281284;6.9978533;3.6178148;84.376305;29.760244;11.163527;17.92661;67.61866;30.078829;94.87386;13.62909;0.31462726;1.9097825;1.4249836;0.30629787;1.8951684;0.26520044
